id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,two_way_audio,release_year
eufy-floodlight-cam-2-pro,Eufy,Floodlight Cam 2 Pro,bullet,2K Pro,5,,360 (pan/tilt),color,IP65,true,2022
eufy-floodlight-cam-e220,Eufy,Floodlight Cam E220,bullet,2K QHD,4,,125 horizontal,color,IP67,true,2022
eufy-floodlight-cam-e340,Eufy,Floodlight Cam E340,dual-lens,Dual 3MP 2K+2K floodlight,6,,290 combined,color,IP67,true,2024
eufy-floodlight-e340,Eufy,Floodlight Camera E340,dual-lens,Dual 3K (3+3MP),6,,290 combined wide+standard,color,IP67,true,2024
eufy-garage-cam-s330,Eufy,Garage-Cam S330,box,2K QHD,4,,140 diagonal,ir,,true,2024
eufy-indoor-cam-2k-pan-tilt,Eufy,Indoor Cam 2K Pan & Tilt,ptz,2K QHD,4,,360 pan / 96 tilt,ir,IP20,true,2020
eufy-indoor-cam-c120,Eufy,Indoor Cam C120,dome,2K QHD,4,,130 diagonal,color,IP20,true,2022
eufy-indoor-cam-e220,Eufy,Indoor Cam E220,ptz,2K QHD,4,,360 pan / 96 tilt,color,IP20,true,2022
eufy-indoor-cam-mini,Eufy,Indoor Cam Mini,dome,1080p HD,2,,125 diagonal,ir,,true,2023
eufy-indoor-cam-s350,Eufy,Indoor Cam S350,ptz,4K wide + 8x zoom dual-lens,8,,360 pan / 45 tilt,color,IP20,true,2024
eufy-outdoor-cam-e210,Eufy,Outdoor Cam E210,bullet,2K QHD,4,,135 diagonal,color,IP67,true,2024
eufy-s220-solocam,Eufy,SoloCam S220,bullet,2K,4,,90 diagonal,color,IP67,true,2023
eufy-s330-eufycam-3c,Eufy,EufyCam 3C (S330),bullet,2K,4,,135 diagonal,color,IP67,true,2023
eufy-solocam-c210,Eufy,SoloCam C210,bullet,2K QHD,4,,135 diagonal,color,IP67,true,2023
eufy-solocam-e40,Eufy,SoloCam E40,bullet,2K,4,,90 diagonal,ir,IP65,true,2022
eufy-solocam-l20,Eufy,SoloCam L20,bullet,1080p HD,2,,130 diagonal,color,IP67,true,2023
eufy-solocam-l40,Eufy,SoloCam L40,bullet,2K QHD,4,,135 diagonal,color,IP67,true,2023
eufy-solocam-s220-uk,Eufy,SoloCam S220 (UK),bullet,2K HD,2,,135 diagonal,color,IP67,true,2022
eufy-solocam-s230,Eufy,SoloCam S230,bullet,2K QHD,4,,135 diagonal,color,IP67,true,2023
eufy-solocam-s340,Eufy,SoloCam S340,dual-lens,4K + 2K dual-lens,8,,135 wide + 8x zoom,color,IP67,true,2024
eufy-solocam-s340-au,Eufy,SoloCam S340 (Australia),dual-lens,4K + 8x zoom dual-lens solar,8,,135 wide + 8x zoom,color,IP67,true,2024
eufy-solocam-s340-ca,Eufy,SoloCam S340 (Canada),dual-lens,4K wide + 8x zoom dual-lens,8,,135 wide + 8x zoom,color,IP67,true,2024
eufy-solocam-s340-ch,Eufy,SoloCam S340 (Switzerland),dual-lens,4K + 8x zoom dual-lens solar,8,,135 wide + 8x zoom,color,IP67,true,2024
eufy-solocam-s340-eu,Eufy,SoloCam S340 (EU),dual-lens,4K + 2K dual-lens solar,8,,135 wide + 8x zoom,color,IP67,true,2024
eufy-solocam-s40,Eufy,SoloCam S40,bullet,2K,4,,90 diagonal,color,IP67,true,2022
eufy-video-doorbell-dual,Eufy,Video Doorbell Dual (E8213),covert,1080p,2,,180 diagonal (dual),color,IP65,true,2022
eufy-video-doorbell-e340,Eufy,Video Doorbell E340,covert,Dual 2K: wide + telephoto,4,,180 wide + 50 tele,color,IP65,true,2023
eufy-video-doorbell-s220,Eufy,Video Doorbell S220,dome,2K QHD,4,,165 diagonal,ir,,true,2024
eufy-video-doorbell-s330,Eufy,Video Doorbell S330,covert,4K UHD,8,,155 diagonal (head-to-toe),color,IP65,true,2023
ezviz-bc1c-elife,EZVIZ,BC1C eLife,bullet,2K QHD,4,CMOS,118 horizontal,color,IP66,true,2022
ezviz-c1c-pir,EZVIZ,C1C PIR,dome,1080p HD,2,CMOS,130 horizontal,ir,IP20,true,2020
ezviz-c3w-pro,EZVIZ,C3W Pro,bullet,4MP,4,"1/2.7"" CMOS",118 horizontal,color,IP67,true,2021
ezviz-c3x,EZVIZ,C3X,bullet,1080p HD,2,Dual CMOS,180 dual-lens,color,IP67,true,2020
ezviz-c6n,EZVIZ,C6N,ptz,1080p HD,2,,360 pan / 105 tilt,ir,IP20,true,2021
ezviz-c6n-latam,EZVIZ,C6N (LATAM),ptz,1080p HD,2,CMOS,360 pan / 105 tilt,ir,IP20,true,2021
ezviz-c6n-mena,EZVIZ,C6N (MENA),ptz,1080p HD,2,CMOS,360 pan / 105 tilt,ir,IP20,true,2021
ezviz-c6n-vn,EZVIZ,C6N (Vietnam),ptz,1080p HD,2,CMOS,360 pan / 105 tilt,ir,IP20,true,2021
ezviz-c8c,EZVIZ,C8C,ptz,1080p HD,2,,352 pan / 95 tilt,color,IP67,true,2022
ezviz-c8pf,EZVIZ,C8PF,dual-lens,Dual 4MP (wide + tele),8,,360 pan / 90 tilt (wide + tele simultaneous),color,IP67,true,2024
ezviz-c8w-pro-eu,EZVIZ,C8W Pro (EU),ptz,2K QHD,4,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP67,true,2023
ezviz-db2-doorbell,EZVIZ,DB2,covert,2K QHD,4,,155 diagonal (head-to-toe),ir,IP65,true,2022
ezviz-db2c-doorbell,EZVIZ,DB2C,covert,1080p HD,2,,160 horizontal,ir,IP65,true,2021
ezviz-h3c-2k,EZVIZ,H3c 2K,ptz,2K QHD,4,CMOS,360 pan / 90 tilt,ir,IP20,true,2023
ezviz-h8-pro-3k,EZVIZ,H8 Pro 3K,ptz,3K 5MP,5,,360 pan / 90 tilt,color,IP67,true,2023
ezviz-h8-pro-3k-mena,EZVIZ,H8 Pro 3K (MENA),ptz,3K 5MP,5,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP67,true,2023
ezviz-h8c,EZVIZ,H8c,ptz,2K QHD,4,,360 pan / 90 tilt,color,IP67,true,2022
ezviz-h8c-latam,EZVIZ,H8c (LATAM),ptz,2K QHD,4,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP67,true,2022
ezviz-h8c-pro-2k-plus,EZVIZ,H8c Pro 2K+,ptz,2K QHD,4,,360 pan / 90 tilt,color,IP67,true,2024
ezviz-h8c-pro-4k,EZVIZ,H8c Pro 4K,ptz,4K UHD,8,,360 pan / 90 tilt,color,IP67,true,2024
ezviz-h8c-vn,EZVIZ,H8c (Vietnam),ptz,2K QHD,4,"1/2.7"" CMOS",360 pan / 90 tilt,color,IP67,true,2022
flir-elara-fb-324t,FLIR,Elara FB-324T,dome,Thermal 320x240,0.1,Uncooled VOx Microbolometer,24 horizontal,ir,IP67,false,2019
flir-elara-fb-632t,FLIR,Elara FB-632T,dome,Thermal 640x480,0.3,Uncooled VOx Microbolometer,32 horizontal,ir,IP67,false,2020
flir-elara-fc-324t,FLIR,Elara FC-324T,bullet,Thermal 320x240,0.1,Uncooled VOx Microbolometer,24 horizontal,ir,IP66,false,2019
flir-elara-fc-632t,FLIR,Elara FC-632T,bullet,Thermal 640x480,0.3,Uncooled VOx Microbolometer,44 horizontal,ir,IP66,false,2020
flir-elara-fc-648t,FLIR,Elara FC-648T,bullet,Thermal 640x480,0.3,Uncooled VOx Microbolometer,25 horizontal,ir,IP67,false,2021
flir-est-320,FLIR,EST-320,bullet,Thermal 320x240,0.1,Uncooled VOx Microbolometer,44 horizontal,ir,IP66,false,2020
flir-est-425,FLIR,EST-425,bullet,Thermal 640x480,0.3,Uncooled VOx Microbolometer,24 horizontal,ir,IP66,false,2020
flir-quasar-cp-6302-11-i,FLIR,Quasar CP-6302-11-I,dome,1080p Full HD,2,"1/2.8"" CMOS",110-30 horizontal,ir,IP66,false,2019
flir-quasar-cp-6308-31-i,FLIR,Quasar CP-6308-31-I,bullet,5MP,5,"1/2.7"" CMOS",93-32 horizontal,ir,IP67,false,2020
flir-quasar-cp-6404-31-i,FLIR,Quasar CP-6404-31-I,dome,4MP QHD,4,"1/3"" CMOS",95-29 horizontal,ir,IP66,false,2021
flir-saros-dh-390,FLIR,Saros DH-390,dual-lens,5MP Visible + Thermal,5,"1/2.7"" CMOS + Uncooled VOx Microbolometer",90 horizontal (visible),hybrid,IP66,true,2020
flir-saros-dm-390,FLIR,Saros DM-390,dual-lens,5MP Visible + Thermal,5,"1/2.7"" CMOS + Uncooled VOx Microbolometer",90 horizontal (visible),hybrid,IP66,true,2020
geovision-gv-abl2702,GeoVision,GV-ABL2702,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",108 horizontal,ir,IP67,false,2021
geovision-gv-abl4712,GeoVision,GV-ABL4712,bullet,4MP,4,"1/2.7"" Progressive Scan CMOS",102-30 horizontal,ir,IP67,false,2022
geovision-gv-abl5712,GeoVision,GV-ABL5712,bullet,5MP,5,"1/2.7"" Progressive Scan CMOS",102-30 horizontal,ir,IP67,false,2022
geovision-gv-abl8712,GeoVision,GV-ABL8712,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",107-30 horizontal,ir,IP67,false,2023
geovision-gv-adr2702,GeoVision,GV-ADR2702,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",108 horizontal,ir,IP67,false,2021
geovision-gv-adr4702,GeoVision,GV-ADR4702,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",102 horizontal,ir,IP67,false,2022
geovision-gv-adr8802,GeoVision,GV-ADR8802,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",112 horizontal,ir,IP67,false,2023
geovision-gv-bl2702,GeoVision,GV-BL2702,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",84 horizontal,ir,IP66,false,2020
geovision-gv-efer3700,GeoVision,GV-EFER3700,fisheye,3MP Fisheye,3,"1/2.8"" Progressive Scan CMOS",360 horizontal,ir,IP66,false,2021
geovision-gv-sd2322-ir,GeoVision,GV-SD2322-IR,ptz,1080p,2,"1/2.8"" Progressive Scan CMOS",57.6-2.8 horizontal,ir,IP66,false,2021
geovision-gv-sd4825-ir,GeoVision,GV-SD4825-IR,ptz,4MP,4,"1/2.5"" Progressive Scan CMOS",58-2.6 horizontal,ir,IP66,false,2022
geovision-gv-sd8834-ir,GeoVision,GV-SD8834-IR,ptz,4K UHD,8,"1/1.8"" Progressive Scan CMOS",54-2.1 horizontal,ir,IP66,false,2023
geovision-gv-tdr2704,GeoVision,GV-TDR2704,turret,1080p,2,"1/2.8"" Progressive Scan CMOS",108 horizontal,ir,IP67,false,2021
geovision-gv-tdr4704,GeoVision,GV-TDR4704,turret,4MP,4,"1/2.7"" Progressive Scan CMOS",102 horizontal,ir,IP67,false,2022
geovision-gv-tdr8805,GeoVision,GV-TDR8805,turret,4K UHD,8,"1/1.8"" Progressive Scan CMOS",112 horizontal,ir,IP67,false,2023
godrej-eve-cube,Godrej,Eve Cube,dome,1080p HD,2,CMOS,100 diagonal,ir,IP20,true,2022
godrej-eve-mini,Godrej,Eve Mini,dome,3MP 2K,3,CMOS,110 diagonal,color,IP20,true,2023
godrej-eve-nx-pt,Godrej,Eve Nx PT,ptz,1080p HD,2,CMOS,105 diagonal,ir,IP20,true,2021
godrej-eve-pro-outdoor,Godrej,Eve Pro Outdoor,bullet,3MP 2K,3,CMOS,107 horizontal,color,IP67,false,2024
google-nest-cam-battery-1st-gen,Google,"Nest Cam (Battery, 1st Gen)",dome,1080p,2,"1/2.8"" CMOS",130 diagonal,ir,IP54,true,2021
google-nest-cam-battery-2,Google,Nest Cam (Battery) 2nd Gen,bullet,1080p HD,2,,130h,ir,IP54,true,2024
google-nest-cam-battery-2021,Google,"Nest Cam (Battery, 2nd Gen)",dome,1080p,2,"1/2.8"" CMOS",130 diagonal,ir,IP54,true,2021
google-nest-cam-battery-2nd,Google,Nest Cam (Battery) 2nd Gen,bullet,1080p HD,2,,130h,ir,IP54,true,2024
google-nest-cam-floodlight-wire,Google,Nest Cam with Floodlight (Wired 2nd Gen),bullet,1080p HD,2,,130h,color,IP54,true,2024
google-nest-cam-floodlight-wired,Google,Nest Cam with Floodlight (Wired 2nd Gen),bullet,1080p HD,2,,130h,color,IP54,true,2024
google-nest-cam-indoor-1st-gen,Google,Nest Cam Indoor (1st Gen),dome,1080p,3,"1/3"" CMOS",130 diagonal,ir,,true,2015
google-nest-cam-indoor-3rd-gen,Google,"Nest Cam Indoor (Wired, 3rd Gen)",dome,2K QHD,4,"CMOS (upgraded, wider aperture)",152 diagonal,ir,IP20,true,2025
google-nest-cam-iq-indoor,Google,Nest Cam IQ Indoor,dome,4K sensor (1080p streaming),8,"1/2.5"" 4K CMOS",130 diagonal,ir,,true,2017
google-nest-cam-iq-outdoor,Google,Nest Cam IQ Outdoor,bullet,4K sensor (1080p streaming),8,"1/2.5"" 4K CMOS",130 diagonal,ir,IP66,true,2017
google-nest-cam-outdoor-1st-gen,Google,Nest Cam Outdoor (1st Gen),bullet,1080p,3,"1/3"" CMOS",130 diagonal,ir,IP65,true,2016
google-nest-cam-outdoor-2nd-gen,Google,"Nest Cam Outdoor (Wired, 2nd Gen)",bullet,2K QHD,4,CMOS (new wider aperture sensor),152 diagonal,color,IP54,true,2025
google-nest-cam-outdoor-2nd-gen-eu,Google,"Nest Cam Outdoor (Wired, 2nd Gen) EU",bullet,2K QHD,4,CMOS,152 diagonal,color,IP54,true,2025
google-nest-cam-outdoor-wire,Google,Nest Cam Outdoor (Wired),bullet,1080p HD,2,,130h,ir,IP54,true,2021
google-nest-cam-outdoor-wired,Google,Nest Cam Outdoor (Wired),bullet,1080p HD,2,,130h,ir,IP54,true,2021
google-nest-cam-ptz-indoor,Google,"Nest Cam (Wired, Indoor Pan/Tilt)",ptz,1080p HD,2,,130h,ir,IP20,true,2022
google-nest-cam-wired-2021,Google,"Nest Cam (Wired, 2nd Gen)",dome,1080p,2,"1/2.8"" CMOS",130 diagonal,ir,IP54,true,2021
google-nest-cam-with-floodlight,Google,Nest Cam with Floodlight,bullet,1080p HD,2,CMOS,145 diagonal,color,IP54,true,2022
google-nest-doorbell-3rd-gen,Google,"Nest Doorbell (Wired, 3rd Gen)",covert,2K HDR (2048x2048),4,CMOS,166 diagonal (wider + taller vs Gen 2),color,IP44,true,2025
google-nest-doorbell-battery,Google,Nest Doorbell (Battery),covert,960×1280 HD,2,,135h,ir,IP54,true,2021
google-nest-doorbell-wired-2021,Google,"Nest Doorbell (Wired, 2nd Gen)",covert,1080p,2,"1/2.8"" CMOS",145 diagonal,ir,IP54,true,2021
google-nest-doorbell-wired-2nd-gen,Google,"Nest Doorbell (Wired, 2nd Gen)",covert,960x1280 HD,2,CMOS,145 diagonal,ir,IP44,true,2022
google-nest-doorbell-wired-2nd-gen-uk,Google,"Nest Doorbell (Wired, 2nd Gen) UK",covert,960x1280 HD,2,,145 diagonal,ir,IP44,true,2022
hanwha-and-l7082r,Hanwha,AND-L7082R,dome,4MP,4,"1/3"" Progressive Scan CMOS",98 horizontal,ir,IP66,false,2023
hanwha-ano-l7082r,Hanwha,ANO-L7082R,bullet,4MP,4,"1/3"" Progressive Scan CMOS",98 horizontal,ir,IP67,false,2023
hanwha-anv-l7082r,Hanwha,ANV-L7082R,dome,4MP,4,"1/3"" Progressive Scan CMOS",98 horizontal,ir,IP66,false,2023
hanwha-pnb-a9001r,Hanwha,PNB-A9001R,box,4K UHD,8,"1/2.8"" Progressive Scan CMOS",,ir,IP30,false,
hanwha-pnb-a9001rv-gen2,Hanwha,PNB-A9001RV (Gen 2),box,4K UHD,8,"1/1.2"" Progressive Scan CMOS",,none,IP30,false,2025
hanwha-pnd-a9081rv,Hanwha,PND-A9081RV,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",114-47 horizontal,ir,IP66,false,
hanwha-pnd-a9300rp,Hanwha,PND-A9300RP,dome,4MP,4,,107h,ir,IP42,false,2024
hanwha-pnm-9000vq,Hanwha,PNM-9000VQ,panoramic,4x5MP (20MP total),20,"4x 1/2.8"" Progressive Scan CMOS",360 (4x 90°),ir,IP66,true,2023
hanwha-pnm-9322vqp,Hanwha,PNM-9322VQP,ptz,2MP PTZ + 5MP fixed,7,"1/2.8"" Progressive Scan CMOS (multiple)",57.6-1.6 (PTZ) + 108 (fixed),ir,IP66,true,2023
hanwha-pno-9300r,Hanwha,PNO-9300R,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",88 horizontal,ir,IP66,false,
hanwha-pno-a9081r-gen2,Hanwha,PNO-A9081R (Gen 2 P Series),bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",101-45 horizontal,ir,IP66,true,2025
hanwha-pno-a9300rp,Hanwha,PNO-A9300RP,bullet,4MP,4,,100-37h,ir,IP66,false,2024
hanwha-pnv-9300rv,Hanwha,PNV-9300RV,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",108-38 horizontal,ir,IP66,false,
hanwha-pnv-a9081r-gen2,Hanwha,PNV-A9081R (Gen 2 P Series),dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",101-45 horizontal,ir,IP69,true,2025
hanwha-pnv-a9300r,Hanwha,PNV-A9300R,dome,4MP,4,,108-37h,ir,IP66,false,2024
hanwha-pnv-a9300rvw,Hanwha,PNV-A9300RVW,dome,4MP,4,,107h,color,IP66,false,2024
hanwha-qnd-6082r,Hanwha,QND-6082R,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",105-32 horizontal,ir,IP66,false,
hanwha-qnd-6082r1,Hanwha,QND-6082R1,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",105-32 horizontal,ir,IP66,false,
hanwha-qnd-8020r,Hanwha,QND-8020R,dome,5MP,5,,110h,ir,IP42,false,2021
hanwha-qnd-8080r-kr,Hanwha,QND-8080R (Korea),dome,5MP,5,"1/2.8"" CMOS",110 horizontal,ir,IK10,false,2020
hanwha-qnd-9080r,Hanwha,QND-9080R,dome,4MP,4,,108-37h,ir,IP66,false,2022
hanwha-qnd-c9083r,Hanwha,QND-C9083R,dome,4MP,4,,109-42h,color,IP66,false,2023
hanwha-qne-8021r,Hanwha,QNE-8021R,turret,5MP,5,"1/2.8"" Progressive Scan CMOS",104 horizontal,ir,IP67,false,2022
hanwha-qno-6082r1,Hanwha,QNO-6082R1,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",105-32 horizontal,ir,IP66,false,
hanwha-qno-8030r,Hanwha,QNO-8030R,bullet,5MP,5,"1/2.8"" Progressive Scan CMOS",52 horizontal,ir,IP66,false,
hanwha-qno-8080r,Hanwha,QNO-8080R,bullet,5MP,5,"1/2.8"" Progressive Scan CMOS",97-39 horizontal,ir,IP66,false,
hanwha-qno-8080r-mena,Hanwha,QNO-8080R (MENA),bullet,5MP,5,"1/2.8"" Progressive Scan CMOS",102-42 horizontal,ir,IP66,false,2019
hanwha-qno-8090r,Hanwha,QNO-8090R,bullet,5MP,5,,109-42h,ir,IP66,false,2022
hanwha-qno-9080r,Hanwha,QNO-9080R,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",103-30 horizontal,ir,IP66,false,
hanwha-qno-a9400r,Hanwha,QNO-A9400R,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",108-42 horizontal,ir,IP66,false,2025
hanwha-qno-c9083r,Hanwha,QNO-C9083R,bullet,4MP,4,,109-42h,color,IP66,false,2023
hanwha-qnv-6082r1,Hanwha,QNV-6082R1,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",105-32 horizontal,ir,IP66,false,
hanwha-qnv-8030r,Hanwha,QNV-8030R,dome,5MP,5,"1/2.8"" Progressive Scan CMOS",52 horizontal,ir,IP66,false,
hanwha-qnv-8080r,Hanwha,QNV-8080R,dome,5MP,5,"1/2.8"" Progressive Scan CMOS",100.3-31.2 horizontal,ir,IP66,false,
hanwha-qnv-8080r-mena,Hanwha,QNV-8080R (MENA),dome,5MP,5,"1/2.8"" Progressive Scan CMOS",100-31 horizontal,ir,IP66,false,2019
hanwha-qnv-8080rb,Hanwha,QNV-8080R (Bullet),bullet,5MP,5,,102-42h,ir,IP66,false,2020
hanwha-qnv-9080r,Hanwha,QNV-9080R,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",103-30 horizontal,ir,IP66,false,
hanwha-qnv-a9402r,Hanwha,QNV-A9402R,dome,5MP,5,"1/2.8"" CMOS",110 horizontal,ir,IK10,false,2025
hanwha-qnv-a9402r-wi,Hanwha,QNV-A9402R-WI,dome,5MP,5,,110h,ir,IP42,false,2025
hanwha-qnv-c9083r,Hanwha,QNV-C9083R,dome,4MP,4,,109-42h,color,IP66,false,2023
hanwha-qpt-7230,Hanwha,QPT-7230,ptz,1080p,2,"1/2.8"" Progressive Scan CMOS",,ir,IP66,false,
hanwha-qpt-9300rwx,Hanwha,QPT-9300RWX,ptz,4K UHD,8,"1/2.5"" Progressive Scan CMOS",,ir,IP66,false,
hanwha-qptz-8300hn,Hanwha,QNP-8300RH,ptz,4MP,4,,60-2.5h,ir,IP66,false,2022
hanwha-ruggedized-ptz-wisenet9,Hanwha,Ruggedized PTZ (Wisenet 9),ptz,4K UHD,8,"1/1.8"" CMOS",,ir,IP67,false,2026
hanwha-tnd-c8083r,Hanwha,TND-C8083R,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",97-46 horizontal,ir,IP52,false,2024
hanwha-tno-c8083r,Hanwha,TNO-C8083R,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",97-46 horizontal,ir,IP67,false,2024
hanwha-tnv-c8083r,Hanwha,TNV-C8083R,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",97-46 horizontal,ir,IP66,false,2024
hanwha-xno-9300r,Hanwha,XNO-9300R,bullet,5MP,5,"1/1.8"" CMOS",97-39 horizontal,ir,IP66,false,
hanwha-xno-9302r,Hanwha,XNO-9302R,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",88 horizontal (3.9mm),ir,IP66,false,
hanwha-xno-a9084r,Hanwha,XNO-A9084R,bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",113-47 horizontal,ir,IP66,false,
hanwha-xno-a9084r-gen2,Hanwha,XNO-A9084R (Gen 2),bullet,4K UHD,8,"1/2.8"" Progressive Scan CMOS",113-47 horizontal,ir,IP66,false,2025
hanwha-xno-c7083r,Hanwha,XNO-C7083R,bullet,4MP,4,,106-32h,color,IP66,false,2022
hanwha-xno-c9083r,Hanwha,XNO-C9083R,bullet,4MP,4,,109-42h,color,IP66,false,2023
hanwha-xnp-9300rw,Hanwha,XNP-9300RW,ptz,4K UHD,8,"1/2.5"" Progressive Scan CMOS",60.6-2.1 horizontal,ir,IP66,true,
hanwha-xnv-8080r,Hanwha,XNV-8080R,dome,5MP,5,"1/1.8"" CMOS",106-42 horizontal,ir,IP67,true,
hanwha-xnv-8080r-kr,Hanwha,XNV-8080R (Korea),dome,5MP,5,"1/2.8"" CMOS",108-40 horizontal,ir,IP66,false,2021
hanwha-xnv-8080rsz,Hanwha,XNV-8080RSZ,dome,5MP,5,"1/1.8"" CMOS",106-42 horizontal,ir,IP67,false,
hanwha-xnv-8080rz2,Hanwha,XNV-8080RZ2,dome,5MP,5,"1/2.8"" Progressive Scan CMOS",106-42 horizontal,ir,IP67,false,
hanwha-xnv-8093r,Hanwha,XNV-8093R,dome,6MP,6,"1/2"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP66,false,
hanwha-xnv-9080r,Hanwha,XNV-9080R,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",103-30 horizontal,ir,IP66,false,
hanwha-xnv-9083rz,Hanwha,XNV-9083RZ,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",113-47 horizontal,ir,IP67,false,
hanwha-xnv-9300,Hanwha,XNV-9300,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",108 horizontal (2.8mm),ir,IP66,false,
hanwha-xnv-9300-mena,Hanwha,XNV-9300 (MENA),dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",108-31 horizontal,ir,IP66,false,2021
hanwha-xnv-9302r,Hanwha,XNV-9302R,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",102 horizontal (2.8mm),ir,IP66,false,
hanwha-xnv-a9084r,Hanwha,XNV-A9084R,dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",113-47 horizontal,ir,IP66,false,
hanwha-xnv-a9084r-gen2,Hanwha,XNV-A9084R (Gen 2),dome,4K UHD,8,"1/2.8"" Progressive Scan CMOS",113-47 horizontal,ir,IP66,false,2025
hanwha-xnv-a9302r,Hanwha,XNV-A9302R,dome,5MP,5,"1/2.8"" CMOS",110-37 horizontal,ir,IP66,false,2025
hanwha-xnv-a9400r,Hanwha,XNV-A9400R,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",108-37 horizontal,ir,IP66,false,2025
hanwha-xnv-c7083r,Hanwha,XNV-C7083R,dome,4MP,4,,106-32h,color,IP66,false,2022
hanwha-xnv-c9300rw,Hanwha,XNV-C9300RW,dome,4MP,4,,107h,color,IP66,false,2023
hanwha-xpt-a9401rw,Hanwha,XPT-A9401RW,ptz,4MP,4,"1/1.8"" Progressive Scan CMOS",60-1.6 horizontal,ir,IP66,false,2025
hi-focus-hc-ipc-b4215t,Hi-Focus,HC-IPC-B4215T,bullet,1080p FHD,2,"1/2.8"" CMOS",,ir,IP67,false,
hi-focus-hc-ipc-b4215tw,Hi-Focus,HC-IPC-B4215TW,bullet,1080p FHD,2,"1/2.8"" CMOS",,ir,IP67,true,
hi-focus-hc-ipc-b5413nw,Hi-Focus,HC-IPC-B5413NW,bullet,1440p QHD,4,"1/3"" CMOS",,ir,IP67,true,
hi-focus-hc-ipc-b8413n,Hi-Focus,HC-IPC-B8413N,bullet,4K UHD,8,"1/2.8"" CMOS",,ir,IP67,true,
hi-focus-hc-ipc-d4215t,Hi-Focus,HC-IPC-D4215T,dome,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,false,
hi-focus-hc-ipc-d4215tw,Hi-Focus,HC-IPC-D4215TW,dome,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,true,
hi-focus-hc-ipc-d5213n,Hi-Focus,HC-IPC-D5213N,dome,1080p FHD,2,"1/2.8"" CMOS",,color,IP67,true,
hi-focus-hc-ipc-d5413n,Hi-Focus,HC-IPC-D5413N,dome,1440p QHD,4,"1/3"" CMOS",,ir,IP67,true,
hi-focus-hc-ipc-t4413n,Hi-Focus,HC-IPC-T4413N,turret,1440p QHD,4,"1/3"" CMOS",,ir,IP66,true,
hi-focus-hc-ipc-t4413nw,Hi-Focus,HC-IPC-T4413NW,turret,1440p QHD,4,"1/3"" CMOS",,ir,IP66,true,
hikvision-ds-2cd1023g2-liu,Hikvision,DS-2CD1023G2-LIU,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",107 horizontal,hybrid,IP67,false,2023
hikvision-ds-2cd1043g2-liu,Hikvision,DS-2CD1043G2-LIU,bullet,4MP,4,"1/3"" Progressive Scan CMOS",106 horizontal,hybrid,IP67,false,2023
hikvision-ds-2cd1123g2-liu,Hikvision,DS-2CD1123G2-LIU,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",107 horizontal,hybrid,IP67,false,2023
hikvision-ds-2cd1143g2-liu,Hikvision,DS-2CD1143G2-LIU,dome,4MP,4,"1/3"" Progressive Scan CMOS",106 horizontal,hybrid,IP67,false,2023
hikvision-ds-2cd1143g2-liuf-india,Hikvision,DS-2CD1143G2-LIUF (India),dome,4MP,4,"1/3"" CMOS",106 horizontal,hybrid,IP67,false,2023
